item,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2000,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,,,4.0,5.0,5.0,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
2003,,,,,,,,,,,,,,,,,,,,,12.0,20.0,23.0,20.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,1.0,2.0,3.0,3.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,3.0,3.0,2.0,,,,,,,
2004,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,,,1.0,15.0,17.0,18.0,6.0,5.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,,,2.0,4.0,5.0,6.0,5.0,5.0,5.0,3.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,39.0,50.0,53.0,20.0,8.0,3.0,5.0,5.0,9.0,6.0,6.0,3.0,4.0,6.0,4.0,7.0,6.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,3.0,4.0,5.0,7.0,4.0,6.0,5.0,4.0,4.0,4.0,3.0,2.0,,1.0,1.0,5.0,4.0,4.0,2.0,4.0,5.0,6.0,3.0,1.0,2.0,3.0,3.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,
2009,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
2010,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,5.0,11.0,12.0,13.0,3.0,2.0,2.0,3.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,2.0,6.0,6.0,4.0,1.0,1.0,3.0,3.0,2.0,,,2.0,3.0,4.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0
2012,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0
2015,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,3.0,8.0,9.0,9.0,5.0,6.0,6.0,5.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,,,,3.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
2018,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,1.0,3.0,3.0,2.0,,,,,,
2019,,,,,,,,,,,,,,,,,,,,,,9.0,16.0,17.0,16.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,,,2.0,2.0,2.0,,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,1.0,1.0,1.0,,1.0,1.0,6.0,6.0,5.0,1.0,,,1.0,2.0,2.0,1.0,,1.0,1.0,2.0,4.0,6.0,5.0,2.0,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,2.0,3.0,2.0,2.0,,,,1.0,1.0,1.0,
2021,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,6.0,5.0,3.0,1.0,,,1.0,2.0,3.0,6.0,6.0,7.0,4.0,4.0,1.0,,,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,1.0,2.0,2.0,1.0,3.0,3.0,5.0,3.0,3.0,1.0,,1.0,4.0
2022,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,,,
2024,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,,,,,,,,,,,,,,,,,,,,,,11.0,21.0,31.0,31.0,30.0,26.0,32.0,38.0,39.0,30.0,24.0,24.0,24.0,25.0,21.0,14.0,8.0,9.0,13.0,13.0,10.0,7.0,8.0,7.0,5.0,2.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,7.0,5.0,4.0,1.0,,1.0,1.0,4.0,3.0,3.0,,2.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,2.0,4.0,4.0,4.0
2026,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2027,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
2029,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,1.0,3.0,2.0,2.0,,,,,,,2.0,2.0,2.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,
2031,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
2032,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
2033,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,
2035,,,,,,,,,,,,,,,,,,,,,,,12.0,24.0,26.0,21.0,4.0,3.0,7.0,10.0,8.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0
2036,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
2038,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,3.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,
2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,,,,,,,,,,,,,,,,,,,,,,,,13.0,20.0,25.0,14.0,11.0,8.0,8.0,10.0,9.0,10.0,5.0,4.0,4.0,5.0,11.0,11.0,10.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0
2044,,,,,,,,,,,,,,,,,,,,,,,,19.0,26.0,28.0,14.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0,,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,
2046,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,9.0,6.0,5.0,5.0,6.0,7.0,5.0,3.0,2.0,3.0,4.0,5.0,4.0,2.0,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
2048,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
2049,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,10.0,15.0,9.0,8.0,5.0,5.0,3.0,3.0,2.0,4.0,5.0,4.0,2.0,,,,,,1.0,2.0,3.0,5.0,5.0,4.0,2.0,1.0,4.0,3.0,3.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,
2050,,,,,,,,,,,,,,,,,,,,,,,,22.0,46.0,52.0,42.0,25.0,22.0,23.0,19.0,20.0,23.0,22.0,26.0,23.0,25.0,17.0,15.0,13.0,16.0,14.0,10.0,10.0,15.0,19.0,18.0,11.0,9.0,6.0,6.0,2.0,2.0,,1.0,2.0,3.0,2.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,,1.0,2.0,3.0,3.0
2051,,,,,,,,,,,,,,,,,,,,,,,,7.0,10.0,15.0,11.0,7.0,4.0,4.0,5.0,4.0,3.0,,5.0,6.0,6.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,,2.0,3.0,4.0,5.0,3.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
2052,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,6.0,6.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
2053,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,4.0,4.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,
2054,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,7.0,5.0,4.0,6.0,4.0,3.0,,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,,,1.0,3.0,3.0,3.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,2.0
2055,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,5.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2057,,,,,,,,,,,,,,,,,,,,,,,,,25.0,32.0,36.0,25.0,17.0,15.0,10.0,10.0,9.0,7.0,5.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,6.0,8.0,7.0,3.0,,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,
2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,3.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
2059,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
2061,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
2063,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0,,1.0,1.0,1.0,,,,,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
2064,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,6.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,8.0,7.0,5.0,2.0,2.0,2.0,1.0,,,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,9.0,10.0,7.0,7.0,5.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,
2068,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
2069,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,,,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,5.0,8.0,9.0,10.0,7.0,6.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,,,,,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,,,,,,,,,,,,,,,,,,,,,,,,,15.0,38.0,42.0,46.0,15.0,18.0,13.0,8.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,1.0,,,,,1.0,1.0,1.0,,,2.0,3.0,3.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,3.0,3.0,3.0,,,,
2073,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,2.0,3.0,2.0,2.0,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,
2074,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,11.0,9.0,4.0,3.0,,,,,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
